,filepath,emo,emo_intensity,statement,actor,emo_1,emo_2,emo_3,emo_4,emo_5,emo_6
65,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-02-02.wav,5,0.0,12,2,0,0,0,0,1,0
66,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-01-02.wav,5,0.0,13,2,0,0,0,0,1,0
67,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-02-02.wav,5,0.0,13,2,0,0,0,0,1,0
68,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-01-02.wav,5,1.0,12,2,0,0,0,0,1,0
69,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-02-02.wav,5,1.0,12,2,0,0,0,0,1,0
70,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-01-02.wav,5,1.0,13,2,0,0,0,0,1,0
71,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-02-02.wav,5,1.0,13,2,0,0,0,0,1,0
72,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-01-02.wav,6,0.0,12,2,0,0,0,0,0,1
73,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-02-02.wav,6,0.0,12,2,0,0,0,0,0,1
74,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-01-02.wav,6,0.0,13,2,0,0,0,0,0,1
75,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-02-02.wav,6,0.0,13,2,0,0,0,0,0,1
76,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-01-02.wav,6,1.0,12,2,0,0,0,0,0,1
77,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-02-02.wav,6,1.0,12,2,0,0,0,0,0,1
78,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-01-02.wav,6,1.0,13,2,0,0,0,0,0,1
79,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-02-02.wav,6,1.0,13,2,0,0,0,0,0,1
80,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-01-02.wav,2,0.0,12,2,0,1,0,0,0,0
81,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-02-02.wav,2,0.0,12,2,0,1,0,0,0,0
82,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-01-02.wav,2,0.0,13,2,0,1,0,0,0,0
83,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-02-02.wav,2,0.0,13,2,0,1,0,0,0,0
84,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-01-02.wav,2,1.0,12,2,0,1,0,0,0,0
85,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-02-02.wav,2,1.0,12,2,0,1,0,0,0,0
86,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-01-02.wav,2,1.0,13,2,0,1,0,0,0,0
87,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-02-02.wav,2,1.0,13,2,0,1,0,0,0,0
88,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-01-03.wav,1,0.0,12,3,1,0,0,0,0,0
89,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-02-03.wav,1,0.0,12,3,1,0,0,0,0,0
90,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-01-03.wav,1,0.0,13,3,1,0,0,0,0,0
91,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-02-03.wav,1,0.0,13,3,1,0,0,0,0,0
92,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-01-03.wav,3,0.0,12,3,0,0,1,0,0,0
93,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-02-03.wav,3,0.0,12,3,0,0,1,0,0,0
94,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-01-03.wav,3,0.0,13,3,0,0,1,0,0,0
95,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-02-03.wav,3,0.0,13,3,0,0,1,0,0,0
96,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-01-03.wav,3,1.0,12,3,0,0,1,0,0,0
97,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-02-03.wav,3,1.0,12,3,0,0,1,0,0,0
98,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-01-03.wav,3,1.0,13,3,0,0,1,0,0,0
99,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-02-03.wav,3,1.0,13,3,0,0,1,0,0,0
100,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-01-03.wav,4,0.0,12,3,0,0,0,1,0,0
101,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-02-03.wav,4,0.0,12,3,0,0,0,1,0,0
102,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-01-03.wav,4,0.0,13,3,0,0,0,1,0,0
103,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-02-03.wav,4,0.0,13,3,0,0,0,1,0,0
104,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-01-03.wav,4,1.0,12,3,0,0,0,1,0,0
105,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-02-03.wav,4,1.0,12,3,0,0,0,1,0,0
106,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-02-01-03.wav,4,1.0,13,3,0,0,0,1,0,0
107,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-02-02-03.wav,4,1.0,13,3,0,0,0,1,0,0
108,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-01-03.wav,5,0.0,12,3,0,0,0,0,1,0
109,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-02-03.wav,5,0.0,12,3,0,0,0,0,1,0
110,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-01-03.wav,5,0.0,13,3,0,0,0,0,1,0
111,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-02-03.wav,5,0.0,13,3,0,0,0,0,1,0
112,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-01-01-03.wav,5,1.0,12,3,0,0,0,0,1,0
113,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-01-02-03.wav,5,1.0,12,3,0,0,0,0,1,0
114,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-02-01-03.wav,5,1.0,13,3,0,0,0,0,1,0
115,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-02-02-03.wav,5,1.0,13,3,0,0,0,0,1,0
116,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-01-01-03.wav,6,0.0,12,3,0,0,0,0,0,1
117,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-01-02-03.wav,6,0.0,12,3,0,0,0,0,0,1
118,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-02-01-03.wav,6,0.0,13,3,0,0,0,0,0,1
119,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-02-02-03.wav,6,0.0,13,3,0,0,0,0,0,1
120,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-01-01-03.wav,6,1.0,12,3,0,0,0,0,0,1
121,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-01-02-03.wav,6,1.0,12,3,0,0,0,0,0,1
122,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-02-01-03.wav,6,1.0,13,3,0,0,0,0,0,1
123,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-02-02-03.wav,6,1.0,13,3,0,0,0,0,0,1
124,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-01-01-03.wav,2,0.0,12,3,0,1,0,0,0,0
125,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-01-02-03.wav,2,0.0,12,3,0,1,0,0,0,0
126,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-02-01-03.wav,2,0.0,13,3,0,1,0,0,0,0
127,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-02-02-03.wav,2,0.0,13,3,0,1,0,0,0,0
128,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-01-01-03.wav,2,1.0,12,3,0,1,0,0,0,0
129,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-01-02-03.wav,2,1.0,12,3,0,1,0,0,0,0
130,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-02-01-03.wav,2,1.0,13,3,0,1,0,0,0,0
131,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-02-02-03.wav,2,1.0,13,3,0,1,0,0,0,0
132,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-01-01-04.wav,1,0.0,12,4,1,0,0,0,0,0
133,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-01-02-04.wav,1,0.0,12,4,1,0,0,0,0,0
134,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-02-01-04.wav,1,0.0,13,4,1,0,0,0,0,0
135,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-02-02-04.wav,1,0.0,13,4,1,0,0,0,0,0
136,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-01-04.wav,3,0.0,12,4,0,0,1,0,0,0
137,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-02-04.wav,3,0.0,12,4,0,0,1,0,0,0
138,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-02-01-04.wav,3,0.0,13,4,0,0,1,0,0,0
139,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-02-02-04.wav,3,0.0,13,4,0,0,1,0,0,0
140,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-01-01-04.wav,3,1.0,12,4,0,0,1,0,0,0
141,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-01-02-04.wav,3,1.0,12,4,0,0,1,0,0,0
142,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-01-04.wav,3,1.0,13,4,0,0,1,0,0,0
143,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-02-04.wav,3,1.0,13,4,0,0,1,0,0,0
144,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-01-04.wav,4,0.0,12,4,0,0,0,1,0,0
145,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-02-04.wav,4,0.0,12,4,0,0,0,1,0,0
146,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-01-04.wav,4,0.0,13,4,0,0,0,1,0,0
147,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-02-04.wav,4,0.0,13,4,0,0,0,1,0,0
148,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-01-04.wav,4,1.0,12,4,0,0,0,1,0,0
149,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-02-04.wav,4,1.0,12,4,0,0,0,1,0,0
150,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-01-04.wav,4,1.0,13,4,0,0,0,1,0,0
151,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-02-04.wav,4,1.0,13,4,0,0,0,1,0,0
152,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-01-04.wav,5,0.0,12,4,0,0,0,0,1,0
153,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-02-04.wav,5,0.0,12,4,0,0,0,0,1,0
154,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-01-04.wav,5,0.0,13,4,0,0,0,0,1,0
155,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-02-04.wav,5,0.0,13,4,0,0,0,0,1,0
156,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-01-04.wav,5,1.0,12,4,0,0,0,0,1,0
157,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-02-04.wav,5,1.0,12,4,0,0,0,0,1,0
158,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-01-04.wav,5,1.0,13,4,0,0,0,0,1,0
159,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-02-04.wav,5,1.0,13,4,0,0,0,0,1,0
160,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-01-01-04.wav,6,0.0,12,4,0,0,0,0,0,1
161,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-01-02-04.wav,6,0.0,12,4,0,0,0,0,0,1
162,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-02-01-04.wav,6,0.0,13,4,0,0,0,0,0,1
163,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-02-02-04.wav,6,0.0,13,4,0,0,0,0,0,1
164,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-01-01-04.wav,6,1.0,12,4,0,0,0,0,0,1
165,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-01-02-04.wav,6,1.0,12,4,0,0,0,0,0,1
166,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-02-01-04.wav,6,1.0,13,4,0,0,0,0,0,1
167,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-02-02-04.wav,6,1.0,13,4,0,0,0,0,0,1
168,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-01-01-04.wav,2,0.0,12,4,0,1,0,0,0,0
169,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-01-02-04.wav,2,0.0,12,4,0,1,0,0,0,0
170,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-02-01-04.wav,2,0.0,13,4,0,1,0,0,0,0
171,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-02-02-04.wav,2,0.0,13,4,0,1,0,0,0,0
172,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-01-01-04.wav,2,1.0,12,4,0,1,0,0,0,0
